Date;Heure;prod_eolienne_MWh;prod_solaire_MWh
2022-11-10;04:00;3569;1
2022-11-10;07:00;3313;17
2022-11-10;13:00;2511;3541
2022-11-10;14:00;2504;3089
2022-11-10;15:00;2494;2121
2022-11-11;09:00;3356;1721
2022-11-11;14:00;1949;3521
2022-11-11;18:00;3650;2
2022-11-11;19:00;4272;1
2022-11-11;22:00;4696;1
2022-11-11;23:00;4634;1
2022-11-12;02:00;4141;1
2022-11-12;03:00;4103;1
2022-11-12;10:00;2379;2887
2022-11-12;13:00;1211;3844
2022-11-12;16:00;1510;765
2022-11-12;20:00;3515;1
2022-11-12;21:00;3621;1
2022-11-13;00:00;2731;1
2022-11-13;01:00;2610;1
2022-11-13;03:00;2271;1
2022-11-13;04:00;2102;1
2022-11-14;00:00;3407;1
2022-11-14;02:00;3641;1
2022-11-14;07:00;3683;5
2022-11-14;11:00;3570;1261
2022-11-14;19:00;5945;1
2022-11-15;01:00;6986;1
2022-11-15;02:00;6716;1
2022-11-15;05:00;8032;1
2022-11-15;06:00;8625;1
2022-11-15;09:00;10217;559
2022-11-16;01:00;8821;1
2022-11-16;02:00;8881;1
2022-11-16;06:00;8834;1
2022-11-16;08:00;9444;304
2022-11-16;15:00;8977;1493
2022-11-16;22:00;15424;1
2022-11-17;00:00;15328;1
2022-11-17;09:00;13620;1204
2022-11-18;02:00;9135;1
2022-11-18;10:00;5446;2068
2022-11-18;12:00;4797;2821
2022-11-18;18:00;3490;2
2022-11-19;02:00;2600;1
2022-11-19;06:00;2306;1
2022-11-19;09:00;2338;1280
2022-11-19;17:00;3010;18
2022-11-19;18:00;3154;3
2022-11-20;04:00;5423;1
2022-11-20;08:00;6646;332
2022-11-20;10:00;6834;2240
2022-11-20;12:00;8267;3059
2022-11-20;13:00;8917;2768
2022-11-20;18:00;9067;3
2022-11-21;03:00;5830;1
2022-11-21;08:00;6717;85
2022-11-21;10:00;8603;706
2022-11-21;11:00;8924;926
2022-11-21;13:00;10208;718
2022-11-21;17:00;12626;8
2022-11-21;19:00;11527;1
2022-11-21;23:00;11687;1
2022-11-22;01:00;11991;1
2022-11-22;02:00;12087;1
2022-11-22;08:00;12313;213
2022-11-23;09:00;9869;490
2022-11-23;15:00;12181;1299
2022-11-23;22:00;12474;1
2022-11-24;01:00;11804;1
2022-11-24;10:00;6197;2011
2022-11-24;15:00;8256;1004
2022-11-24;21:00;10215;1
2022-11-25;02:00;6824;1
2022-11-25;14:00;3115;2154
2022-11-26;01:00;2482;1
2022-11-26;02:00;2326;1
2022-11-26;03:00;2296;1
2022-11-26;12:00;2933;2630
2022-11-26;18:00;5150;3
2022-11-26;19:00;6073;2
2022-11-27;08:00;6905;225
2022-11-27;11:00;6408;2454
2022-11-27;12:00;5908;2483
2022-11-27;17:00;7164;8
2022-11-27;20:00;7391;1
2022-11-28;06:00;4379;1
2022-11-28;13:00;3478;1567
2022-11-28;19:00;3325;1
2022-11-28;21:00;3196;1
2022-11-29;01:00;2484;1
2022-11-29;02:00;2393;1
2022-11-29;09:00;1253;621
2022-11-29;12:00;1161;2030
2022-11-29;23:00;1216;1
2022-11-30;06:00;1061;1
2022-11-30;10:00;1061;1486
2022-11-30;13:00;1168;2338
2022-12-01;21:00;3226;1
2022-12-02;07:00;1840;1
2022-12-02;12:00;1763;1345
2022-12-02;14:00;2815;1098
2022-12-02;15:00;3240;673
2022-12-02;17:00;3758;11
2022-12-02;22:00;6740;1
2022-12-02;23:00;6862;1
2022-12-03;07:00;6522;1
2022-12-03;12:00;5146;1153
2022-12-03;13:00;4790;1099
2022-12-03;20:00;5047;1
2022-12-04;02:00;3248;1
2022-12-04;05:00;3526;1
2022-12-04;09:00;3090;402
2022-12-05;08:00;744;120
2022-12-05;09:00;701;941
2022-12-05;14:00;546;2642
2022-12-05;17:00;1023;12
2022-12-06;05:00;1708;1
2022-12-06;07:00;1609;1
2022-12-06;13:00;1030;2185
2022-12-06;20:00;1932;1
2022-12-06;21:00;2159;1
2022-12-07;00:00;2419;1
2022-12-07;06:00;2334;1
2022-12-07;10:00;1840;1724
2022-12-07;21:00;1656;1
2022-12-08;02:00;1329;1
2022-12-08;04:00;1177;1
2022-12-08;06:00;1183;1
2022-12-08;10:00;1356;1018
2022-12-08;13:00;1349;1045
2022-12-08;14:00;1553;763
2022-12-08;15:00;1859;373
2022-12-09;05:00;2732;1
2022-12-09;10:00;2299;817
2022-12-09;12:00;2026;1634
2022-12-09;14:00;1729;1462
2022-12-09;19:00;2053;1
2022-12-09;21:00;1883;1
2022-12-10;08:00;1378;64
2022-12-10;09:00;1318;647
2022-12-10;17:00;1594;9
2022-12-10;20:00;1984;1
2022-12-10;21:00;2085;1
2022-12-10;23:00;2124;1
2022-12-11;03:00;2362;1
2022-12-11;11:00;1684;2363
2022-12-11;12:00;1643;2997
2022-12-11;17:00;1215;11
2022-12-11;18:00;1490;2
2022-12-12;00:00;1462;1
2022-12-12;15:00;2955;412
2022-12-13;00:00;7099;1
2022-12-13;06:00;6166;1
2022-12-13;07:00;6355;1
2022-12-13;11:00;3501;1116
2022-12-13;12:00;2910;1279
2022-12-13;21:00;3686;1
2022-12-14;01:00;2254;1
2022-12-14;09:00;1791;290
2022-12-14;10:00;1882;700
2022-12-14;11:00;1748;1283
2022-12-15;21:00;7688;1
2022-12-15;23:00;6857;1
2022-12-16;00:00;6463;1
2022-12-16;04:00;5620;1
2022-12-16;05:00;5428;1
2022-12-16;07:00;5182;1
2022-12-16;09:00;4039;518
2022-12-16;11:00;2431;2223
2022-12-16;17:00;2623;10
2022-12-16;19:00;3146;1
2022-12-17;02:00;2327;1
2022-12-17;03:00;2328;1
2022-12-17;04:00;2498;1
2022-12-17;10:00;2614;1920
2022-12-17;15:00;1623;1564
2022-12-17;19:00;3593;2
2022-12-18;00:00;4010;1
2022-12-18;04:00;5871;1
2022-12-18;08:00;7071;81
2022-12-18;10:00;7682;1726
2022-12-18;11:00;7426;2540
2022-12-18;20:00;11079;2
2022-12-18;21:00;11300;1
2022-12-18;23:00;11744;1
2022-12-19;12:00;12734;1838
2022-12-19;14:00;12959;1292
2022-12-20;00:00;13597;1
2022-12-20;09:00;12303;209
2022-12-20;20:00;7709;1
2022-12-20;23:00;6355;1
2022-12-21;14:00;8668;1922
2022-12-21;15:00;8933;1169
2022-12-21;16:00;9579;295
2022-12-21;18:00;11415;3
2022-12-22;00:00;12493;1
2022-12-22;06:00;13089;1
2022-12-22;10:00;11187;1088
2022-12-22;13:00;12737;1533
2022-12-22;18:00;11346;2
2022-12-22;21:00;11324;1
2022-12-22;23:00;11603;1
2022-12-23;01:00;10519;1
2022-12-23;02:00;9531;1
2022-12-23;04:00;7684;1
2022-12-23;12:00;14975;1707
2022-12-23;21:00;11467;1
2022-12-24;00:00;10007;1
2022-12-24;02:00;9599;1
2022-12-24;03:00;8872;1
2022-12-24;14:00;2467;2299
2022-12-24;16:00;2351;458
2022-12-25;00:00;3731;1
2022-12-25;03:00;4126;1
2022-12-25;15:00;7795;1232
2022-12-25;16:00;8532;387
2022-12-26;04:00;8649;1
2022-12-26;10:00;8830;1034
2022-12-26;20:00;5902;1
2022-12-26;21:00;5788;1
2022-12-27;00:00;5036;1
2022-12-27;05:00;4191;1
2022-12-27;07:00;3991;1
2022-12-27;10:00;3814;1541
2022-12-27;13:00;3107;2749
2022-12-27;14:00;3623;2306
2022-12-27;16:00;5358;407
2022-12-27;22:00;10345;1
2022-12-28;04:00;11680;1
2022-12-28;10:00;12611;1688
2022-12-28;11:00;13094;2521
2022-12-28;16:00;15081;352
2022-12-28;23:00;15859;1
2022-12-29;05:00;11089;1
2022-12-29;07:00;14450;1
2022-12-29;11:00;12869;1104
2022-12-29;12:00;12455;1401
2023-08-01;03:00;11009;0
2022-12-29;13:00;11614;1306
2023-08-01;10:00;8160;3137
2022-12-29;16:00;8605;172
2023-08-01;18:00;9863;2495
2022-12-29;21:00;7692;1
2023-08-01;20:00;7215;268
2022-12-30;02:00;7718;1
2023-08-01;21:00;6749;9
2022-12-30;10:00;15620;715
2023-08-01;23:00;7607;0
2022-12-30;12:00;16116;1308
2023-08-02;08:00;14271;1114
2022-12-30;13:00;16284;1295
2023-08-02;15:00;15301;5076
2022-12-30;15:00;16280;643
2023-08-02;16:00;15612;4448
2022-12-30;20:00;15285;1
2023-08-02;22:00;15699;1
2022-12-30;22:00;15169;1
2023-08-03;06:00;11983;12
2022-12-31;13:00;15014;2020
2023-08-03;12:00;8589;4716
2022-12-31;16:00;15310;480
2023-08-03;13:00;8321;4996
2023-01-01;04:00;10192;0
2023-08-03;20:00;4442;257
2023-01-01;06:00;9188;1
2023-08-04;11:00;3337;4444
2023-01-01;07:00;9200;1
2023-08-04;18:00;4784;2597
2023-01-01;11:00;9783;1488
2023-08-04;23:00;3716;0
2023-01-01;14:00;7647;1382
2023-08-05;01:00;3093;0
2023-01-01;17:00;10166;19
2023-08-05;06:00;2813;16
2023-01-01;22:00;12841;1
2023-08-05;14:00;12106;5286
2023-01-02;02:00;10727;1
2023-08-05;17:00;14817;3021
2023-01-02;06:00;6887;1
2023-08-05;19:00;14730;954
2023-01-02;07:00;6557;1
2023-08-06;01:00;13775;0
2023-01-02;08:00;5995;29
2023-08-06;09:00;11647;2588
2023-01-02;09:00;5688;224
2023-08-06;13:00;11754;5728
2023-01-02;12:00;5569;1552
2023-08-06;16:00;11666;5081
2023-01-02;14:00;6205;1203
2023-08-06;17:00;10911;4183
2023-01-02;16:00;5006;287
2023-08-06;18:00;10078;2907
2023-01-02;19:00;4677;1
2023-08-07;02:00;3970;0
2023-01-02;23:00;4179;1
2023-08-07;04:00;3215;0
2023-01-03;06:00;4940;1
2023-08-07;09:00;1523;3675
2023-01-03;13:00;6367;2371
2023-08-07;13:00;3342;6711
2023-01-03;20:00;12235;1
2023-08-07;17:00;3506;4789
2023-01-04;02:00;14110;1
2023-08-07;20:00;2017;313
2023-01-04;07:00;14905;1
2023-08-08;03:00;1830;0
2023-01-04;17:00;14281;32
2023-08-08;04:00;1578;0
2023-01-04;19:00;13396;2
2023-08-08;05:00;1450;1
2023-01-04;20:00;13220;1
2023-08-08;12:00;2802;6878
2023-01-04;23:00;12586;1
2023-08-08;13:00;2943;7050
2023-01-05;01:00;11490;1
2023-08-08;17:00;3435;4501
2023-01-05;04:00;9463;1
2023-08-08;21:00;2156;10
2023-01-05;09:00;5266;502
2023-08-08;22:00;2557;2
2023-01-05;12:00;4896;2293
2023-08-08;23:00;2856;2
2023-01-05;16:00;5018;432
2023-08-09;01:00;3375;0
2023-01-05;19:00;5887;1
2023-08-09;02:00;3295;0
2023-01-06;04:00;7642;1
2023-08-09;05:00;2158;1
2023-01-07;01:00;8261;1
2023-08-09;08:00;1250;1485
2023-01-07;02:00;8687;1
2023-08-09;15:00;893;6611
2023-01-07;03:00;9211;1
2023-08-09;17:00;917;4781
2023-01-07;05:00;10191;1
2023-08-09;21:00;1370;6
2023-01-07;06:00;10714;1
2023-08-10;02:00;2784;0
2023-01-07;07:00;11580;1
2023-08-10;13:00;851;6529
2023-01-07;17:00;14828;20
2023-08-10;18:00;1560;2749
2023-01-07;19:00;14620;1
2023-08-11;01:00;2157;0
2023-01-08;06:00;10735;1
2023-08-11;05:00;1683;1
2023-01-08;07:00;11197;1
2023-08-11;11:00;1083;5404
2023-01-08;14:00;11489;873
2023-08-11;15:00;1908;6235
2023-01-08;15:00;11492;503
2023-08-12;01:00;1401;0
2023-01-09;00:00;14520;1
2023-08-12;07:00;1392;246
2023-01-09;03:00;15396;1
2023-08-12;09:00;1345;2560
2023-01-09;06:00;14904;1
2023-08-12;10:00;1715;3825
2023-01-09;07:00;14768;1
2023-08-12;18:00;4718;2460
2023-01-09;08:00;14114;57
2023-08-12;22:00;1612;0
2023-01-09;09:00;14079;594
2023-08-12;23:00;1423;0
2023-01-09;10:00;14230;1445
2023-08-13;09:00;734;2395
2023-01-09;13:00;14540;2527
2023-08-13;13:00;2535;6004
2023-01-09;14:00;14559;1940
2023-08-13;14:00;2718;5992
2023-01-09;17:00;13309;48
2023-08-13;18:00;1765;2730
2023-01-09;18:00;13189;2
2023-08-14;00:00;1212;0
2023-01-10;05:00;7302;1
2023-08-14;01:00;1434;0
2023-01-10;08:00;7852;58
2023-08-14;18:00;3151;2486
2023-01-10;15:00;13667;1574
2023-08-15;14:00;692;5695
2023-01-10;17:00;14274;53
2023-08-16;05:00;1330;1
2023-01-10;23:00;14651;1
2023-08-16;07:00;1758;238
2023-01-11;04:00;13344;1
2023-08-17;06:00;2002;4
2023-01-11;11:00;9213;1545
2023-08-17;07:00;2157;200
2023-01-11;12:00;10707;1854
2023-08-17;16:00;1366;5412
2023-01-11;16:00;12500;547
2023-08-17;19:00;1339;1084
2023-01-11;19:00;14669;1
2023-08-17;22:00;3254;0
2023-01-12;04:00;15657;1
2023-08-18;07:00;1884;252
2023-01-12;05:00;15790;1
2023-08-18;11:00;1046;5312
2023-01-12;07:00;16285;1
2023-08-18;12:00;1441;6027
2023-01-12;08:00;16170;48
2023-08-18;13:00;1753;6363
2023-01-13;03:00;14043;1
2023-08-18;18:00;2172;2333
2023-01-13;06:00;13965;1
2023-08-18;19:00;2188;897
2023-01-13;15:00;13955;1881
2023-08-18;21:00;2830;1
2023-01-13;16:00;12837;734
2023-08-19;06:00;3503;4
2023-01-13;19:00;10703;1
2023-08-19;15:00;1835;6003
2023-01-13;22:00;8848;1
2023-08-19;18:00;1264;2674
2023-01-14;02:00;8596;1
2023-08-19;19:00;1214;1051
2023-01-14;07:00;14936;1
2023-08-19;20:00;1126;145
2023-01-14;09:00;16112;503
2023-08-19;22:00;1062;0
2023-01-14;10:00;16399;1279
2023-08-20;03:00;1018;0
2023-01-14;17:00;15665;31
2023-08-20;04:00;1172;0
2023-01-14;18:00;15113;1
2023-08-20;05:00;1266;1
2023-01-15;11:00;15573;2370
2023-08-21;01:00;2600;0
2023-01-15;19:00;14812;1
2023-08-21;07:00;1685;196
2023-01-16;00:00;14439;1
2023-08-21;10:00;395;4797
2023-01-16;01:00;14891;1
2023-08-21;14:00;247;6788
2023-01-16;08:00;13679;17
2023-08-21;15:00;243;6402
2023-01-16;09:00;12700;220
2023-08-21;18:00;445;2655
2023-01-16;11:00;12878;1184
2023-08-21;23:00;2328;0
2023-01-16;15:00;14792;920
2023-08-22;03:00;1692;0
2023-01-17;07:00;2961;1
2023-08-22;15:00;595;6243
2023-01-17;08:00;3334;25
2023-08-23;02:00;2479;0
2023-01-17;13:00;3930;1508
2023-08-23;03:00;2307;0
2023-01-17;16:00;4372;316
2023-08-23;15:00;421;5690
2023-01-17;19:00;4992;1
2023-08-23;17:00;639;3760
2023-01-18;01:00;4655;1
2023-08-23;22:00;2907;0
2023-01-18;03:00;4518;1
2023-08-24;00:00;2866;0
2023-01-18;13:00;3488;2614
2023-08-24;04:00;3912;0
2023-01-18;19:00;5311;1
2023-08-24;18:00;4497;2268
2023-01-18;20:00;5061;1
2023-08-24;21:00;2857;0
2023-01-19;00:00;4024;1
2023-08-25;07:00;3021;87
2023-01-19;07:00;2529;1
2023-08-25;22:00;3375;1
2023-01-19;13:00;2103;2081
2023-08-26;09:00;2536;1852
2023-01-19;15:00;2034;1050
2023-08-26;10:00;2980;2832
2023-01-19;16:00;1890;346
2023-08-26;19:00;1981;432
2023-01-19;17:00;1721;20
2023-08-26;23:00;1563;0
2023-01-19;18:00;1574;1
2023-08-27;00:00;1738;1
2023-01-19;19:00;1577;1
2023-08-27;07:00;3190;80
2023-01-19;21:00;1536;1
2023-08-27;20:00;4014;72
2023-01-20;00:00;1905;1
2023-08-27;21:00;3987;0
2023-01-20;03:00;2063;1
2023-08-27;22:00;4150;0
2023-01-20;05:00;2391;1
2023-08-28;01:00;4348;0
2023-01-20;16:00;3891;1084
2023-08-28;03:00;3734;0
2023-01-20;21:00;5267;1
2023-08-28;06:00;2632;1
2023-01-21;01:00;6234;1
2023-08-28;09:00;2358;1544
2023-01-21;04:00;7193;1
2023-08-28;12:00;2609;4713
2023-01-21;10:00;8225;2021
2023-08-28;14:00;3142;5049
2023-01-21;15:00;7508;2307
2023-08-28;18:00;4142;2183
2023-01-21;20:00;8495;1
2023-08-29;04:00;2445;0
2023-01-22;01:00;6364;1
2023-08-29;07:00;2070;122
2023-01-22;02:00;5920;1
2023-08-29;10:00;1443;3545
2023-01-22;09:00;5872;662
2023-08-29;11:00;1572;4458
2023-01-22;14:00;4510;1900
2023-08-29;12:00;1692;4641
2023-01-22;15:00;4325;1363
2023-08-29;18:00;2219;1723
2023-01-22;17:00;3903;75
2023-08-29;22:00;1674;0
2023-01-22;22:00;3650;1
2023-08-30;04:00;2409;0
2023-01-23;03:00;3905;1
2023-08-30;09:00;3006;2032
2023-01-23;10:00;5326;909
2023-08-30;10:00;2997;3529
2023-01-23;19:00;8821;1
2023-08-30;20:00;4047;59
2023-01-24;05:00;7195;1
2023-08-31;01:00;2789;0
2023-01-24;09:00;6383;483
2023-08-31;02:00;2525;0
2023-01-24;11:00;5266;1657
2023-08-31;07:00;3428;126
2023-01-24;15:00;3545;1267
2023-08-31;10:00;2949;3830
2023-01-24;16:00;3219;578
2023-08-31;14:00;4805;5096
2023-01-24;19:00;2934;1
2023-08-31;19:00;4780;630
2023-01-25;05:00;1925;1
2023-01-25;08:00;2080;76
2023-01-25;10:00;1986;984
2023-01-26;03:00;1506;1
2023-01-26;05:00;1806;1
2023-01-26;10:00;3949;1250
2023-01-27;02:00;7534;1
2023-01-27;05:00;7481;1
2023-01-27;07:00;8118;1
2023-01-27;10:00;8432;1422
2023-01-27;14:00;8133;1687
2023-01-27;18:00;7469;1
2023-01-27;19:00;7265;1
2023-01-27;21:00;7313;1
2023-01-27;23:00;6039;1
2023-01-28;00:00;5752;1
2023-01-28;02:00;5663;1
2023-01-28;05:00;5791;1
2023-01-28;08:00;5907;43
2023-01-28;20:00;3099;2
2023-01-28;22:00;2547;1
2023-01-29;00:00;1862;1
2023-01-29;01:00;1656;1
2023-01-29;05:00;1139;1
2023-01-29;23:00;5213;1
2023-01-30;09:00;6683;903
2023-01-30;11:00;5929;2882
2023-01-30;18:00;3454;3
2023-01-31;00:00;1854;1
2023-02-01;03:00;7406;0
2023-02-01;04:00;7280;0
2023-02-01;06:00;6974;0
2023-02-01;14:00;8779;2849
2023-02-01;21:00;8093;1
2023-02-01;23:00;7800;0
2023-02-02;00:00;7682;1
2023-02-02;02:00;6833;0
2023-02-02;03:00;6582;0
2023-02-02;07:00;5910;1
2023-02-02;13:00;6399;3957
2023-02-02;15:00;6484;2841
2023-02-03;03:00;6905;0
2023-02-03;10:00;6274;3009
2023-02-03;18:00;5609;6
2023-02-04;11:00;1912;3090
2023-02-04;15:00;2398;2356
2023-02-05;00:00;3603;1
2023-08-01;01:00;11300;0
2023-02-05;06:00;4935;0
2023-08-01;11:00;8650;4192
2023-02-05;11:00;8309;2660
2023-08-01;12:00;9810;4943
2023-02-05;14:00;10621;3137
2023-08-02;00:00;8667;0
2023-02-05;18:00;9099;7
2023-08-02;05:00;13566;1
2023-02-05;19:00;9935;3
2023-08-02;07:00;14489;248
2023-02-05;21:00;10449;1
2023-08-02;13:00;15416;5005
2023-02-06;13:00;4221;4831
2023-08-02;17:00;15813;3629
2023-02-06;17:00;5684;487
2023-08-03;04:00;13374;0
2023-02-06;19:00;7257;0
2023-08-03;15:00;7753;4938
2023-02-08;03:00;3498;0
2023-08-03;21:00;4052;8
2023-02-08;10:00;2901;3783
2023-08-03;22:00;3476;1
2023-02-08;16:00;1352;2272
2023-08-04;04:00;3469;0
2023-02-09;02:00;1815;0
2023-08-04;07:00;3386;294
2023-02-09;05:00;1242;0
2023-08-04;08:00;3107;1189
2023-02-09;16:00;272;2016
2023-08-04;14:00;4330;5341
2023-02-09;18:00;481;11
2023-08-04;20:00;3780;310
2023-02-09;19:00;639;0
2023-08-05;02:00;2680;0
2023-02-10;09:00;1212;1985
2023-08-05;13:00;11226;5502
2023-02-11;00:00;2473;0
2023-08-05;15:00;13243;4793
2023-02-11;03:00;2096;0
2023-08-05;23:00;13114;1
2023-02-11;20:00;3224;3
2023-08-06;10:00;11543;3833
2023-02-11;22:00;3649;2
2023-08-06;11:00;11594;4775
2023-02-12;01:00;3299;0
2023-08-06;19:00;8893;1377
2023-02-12;02:00;3388;0
2023-08-06;22:00;5457;2
2023-02-12;05:00;3100;0
2023-08-07;05:00;3057;1
2023-02-12;11:00;2010;4687
2023-08-07;11:00;2707;6165
2023-02-12;21:00;4194;2
2023-08-07;14:00;3294;6798
2023-02-13;01:00;3911;1
2023-08-07;15:00;3282;6609
2023-02-13;13:00;925;5789
2023-08-07;16:00;3423;5991
2023-02-13;16:00;1178;2695
2023-08-07;21:00;1845;11
2023-02-13;20:00;2538;3
2023-08-08;06:00;1592;14
2023-02-13;23:00;2757;1
2023-08-08;19:00;2249;1301
2023-02-14;05:00;2402;0
2023-08-09;09:00;879;3299
2023-02-14;17:00;1580;607
2023-08-10;12:00;1082;6259
2023-02-15;00:00;4713;0
2023-08-10;17:00;1398;4297
2023-02-15;01:00;4808;0
2023-08-10;19:00;1698;1228
2023-02-15;02:00;4783;0
2023-08-11;03:00;2182;0
2023-02-15;06:00;4374;0
2023-08-11;17:00;2131;4219
2023-02-15;13:00;1085;5349
2023-08-11;21:00;1479;3
2023-02-15;15:00;1057;3916
2023-08-11;23:00;1333;0
2023-02-15;18:00;2312;30
2023-08-12;02:00;1500;0
2023-02-15;23:00;4612;0
2023-08-12;05:00;1748;1
2023-02-16;11:00;3837;4025
2023-08-12;14:00;4382;5453
2023-02-16;14:00;5577;4568
2023-08-13;01:00;1172;0
2023-02-16;17:00;6310;725
2023-08-13;05:00;938;1
2023-02-16;23:00;8082;0
2023-08-13;11:00;1443;4710
2023-02-17;07:00;7954;9
2023-08-13;16:00;2699;5129
2023-02-17;09:00;8153;1552
2023-08-13;17:00;2213;4178
2023-02-17;20:00;7104;3
2023-08-13;20:00;848;225
2023-02-18;06:00;7314;0
2023-08-14;02:00;1678;0
2023-02-18;12:00;8449;4456
2023-08-14;03:00;2018;0
2023-02-18;18:00;6936;41
2023-08-14;06:00;2375;7
2023-02-19;03:00;7288;0
2023-08-14;07:00;2373;210
2023-02-19;07:00;5164;12
2023-08-14;08:00;2256;980
2023-02-19;09:00;3952;1555
2023-08-14;10:00;2643;3576
2023-02-19;10:00;3391;2624
2023-08-14;15:00;3694;5612
2023-02-19;21:00;3033;2
2023-08-14;16:00;3557;4953
2023-02-19;22:00;2875;2
2023-08-14;17:00;3408;3931
2023-02-20;00:00;3045;1
2023-08-14;22:00;1673;0
2023-02-20;01:00;3128;0
2023-08-15;00:00;1404;0
2023-02-20;16:00;1240;2858
2023-08-15;16:00;823;4849
2023-02-21;02:00;1712;0
2023-08-15;18:00;863;2474
2023-02-21;12:00;384;3839
2023-08-15;22:00;1173;0
2023-02-21;16:00;217;1529
2023-08-16;04:00;1302;0
2023-02-21;19:00;1221;2
2023-08-16;11:00;590;5017
2023-02-22;08:00;3478;200
2023-08-16;15:00;1243;5183
2023-02-22;09:00;3457;660
2023-08-16;17:00;1530;3294
2023-02-22;12:00;2532;1718
2023-08-16;19:00;1807;971
2023-02-22;15:00;1892;1174
2023-08-16;23:00;2714;0
2023-02-22;21:00;1591;0
2023-08-17;00:00;2523;0
2023-02-22;23:00;1338;0
2023-08-17;05:00;2010;0
2023-02-23;02:00;1136;0
2023-08-17;17:00;1370;4298
2023-02-23;06:00;1382;0
2023-08-17;20:00;1647;182
2023-02-23;22:00;6539;0
2023-08-17;23:00;3325;0
2023-02-24;04:00;5631;0
2023-08-18;01:00;2917;0
2023-02-24;07:00;4898;10
2023-08-18;03:00;2325;0
2023-02-24;14:00;3071;2852
2023-08-18;08:00;1533;1193
2023-02-24;15:00;2938;2291
2023-08-18;10:00;981;4105
2023-02-25;02:00;3581;0
2023-08-18;17:00;2074;3828
2023-02-25;04:00;3665;0
2023-08-18;22:00;3407;0
2023-02-25;17:00;7747;402
2023-08-19;00:00;4702;1
2023-02-25;21:00;10331;0
2023-08-19;10:00;1677;4064
2023-02-25;23:00;11066;0
2023-08-19;17:00;1354;4210
2023-02-26;19:00;14537;3
2023-08-20;07:00;1438;208
2023-02-26;22:00;14084;0
2023-08-20;16:00;655;5577
2023-02-27;02:00;13272;0
2023-08-20;22:00;2820;0
2023-02-27;15:00;14385;2610
2023-08-21;02:00;2432;0
2023-02-27;19:00;11764;0
2023-08-21;04:00;2057;0
2023-02-28;00:00;9466;1
2023-08-21;06:00;1727;3
2023-02-28;07:00;8920;28
2023-08-21;09:00;594;3128
2023-02-28;16:00;7649;1654
2023-08-21;11:00;324;5989
2023-02-28;20:00;6085;2
2023-08-21;13:00;251;6905
2023-02-28;23:00;7053;1
2023-08-22;04:00;1296;0
2023-03-01;00:00;7602;1
2023-08-22;07:00;1048;191
2023-03-01;07:00;8178;51
2023-08-22;14:00;535;6664
2023-03-01;09:00;6075;2612
2023-08-22;19:00;1400;929
2023-03-01;11:00;6917;5387
2023-08-23;01:00;2676;0
2023-03-01;12:00;7271;5883
2023-08-23;12:00;400;6406
2023-03-01;15:00;8028;4429
2023-08-23;23:00;2783;0
2023-03-02;01:00;5592;3
2023-08-24;02:00;3604;0
2023-03-02;03:00;4931;3
2023-08-24;09:00;3995;2735
2023-03-02;04:00;4829;3
2023-08-24;10:00;3861;4137
2023-03-02;05:00;4786;3
2023-08-24;11:00;4202;5025
2023-03-02;15:00;2796;3345
2023-08-24;12:00;5466;5464
2023-03-02;17:00;3633;772
2023-08-24;17:00;6253;3759
2023-03-02;23:00;4547;1
2023-08-25;02:00;2213;0
2023-03-03;00:00;4102;1
2023-08-25;05:00;2483;0
2023-03-03;02:00;4056;2
2023-08-25;06:00;2938;1
2023-03-03;04:00;4093;2
2023-08-25;09:00;4014;1406
2023-03-03;08:00;4409;706
2023-08-25;10:00;4869;2282
2023-03-03;11:00;4216;3885
2023-08-25;11:00;5186;3084
2023-03-04;00:00;4988;2
2023-08-26;08:00;2972;815
2023-03-04;06:00;4357;1
2023-08-26;12:00;3819;3888
2023-03-04;09:00;3328;2513
2023-08-26;13:00;3769;4249
2023-03-04;12:00;3371;5402
2023-08-26;16:00;3257;3300
2023-03-04;19:00;3372;5
2023-08-26;18:00;2447;1194
2023-03-04;21:00;3714;3
2023-08-27;02:00;1720;0
2023-03-05;06:00;1764;1
2023-08-27;09:00;2599;1674
2023-03-05;09:00;1051;2855
2023-08-27;11:00;3883;3604
2023-03-05;12:00;835;5680
2023-08-27;17:00;6314;2775
2023-03-05;15:00;694;4525
2023-08-27;18:00;5526;1683
2023-03-05;20:00;945;4
2023-08-27;23:00;4410;0
2023-03-06;02:00;1236;1
2023-08-28;10:00;2288;2616
2023-03-06;07:00;1484;91
2023-08-28;13:00;2873;5079
2023-03-06;12:00;1871;4105
2023-08-28;17:00;4172;3529
2023-03-06;13:00;2333;3923
2023-08-28;22:00;3230;1
2023-03-06;14:00;2748;3665
2023-08-30;06:00;2963;3
2023-03-06;16:00;3710;2182
2023-08-30;07:00;3129;118
2023-03-06;19:00;4670;3
2023-08-30;15:00;5548;4628
2023-03-06;21:00;5515;2
2023-08-30;17:00;6241;3065
2023-03-07;01:00;6525;3
2023-08-31;04:00;2674;1
2023-03-07;23:00;7288;1
2023-08-31;12:00;4363;5016
2023-03-08;00:00;7676;2
2023-08-31;13:00;4544;5193
2023-03-08;04:00;11230;2
2023-08-31;18:00;4948;1899
2023-03-08;05:00;11746;1
2023-08-31;22:00;4998;0
2023-03-08;07:00;12640;51
2023-03-08;08:00;12852;482
2023-03-08;09:00;12597;1242
2023-03-08;17:00;11474;531
2023-03-08;22:00;14448;1
2023-03-09;04:00;14330;0
